Timestamp,/_Config/DiagnoseMegaTag2/headingOffsetDeg,/_Status/activeOpMode,/_Status/activeOpModeStatus,/_Status/available,/_Status/batteryVoltage,/_Status/enabled,/_Status/errorMessage,/_Status/warningMessage,Diagnostic/AprilTag/tagId,Diagnostic/AprilTag/tagsVisible,Diagnostic/AprilTag/txDeg,Diagnostic/currentOffsetDeg,Diagnostic/Error/headingDeg,Diagnostic/Error/positionInches,Diagnostic/Error/xInches,Diagnostic/Error/yInches,Diagnostic/ftcHeadingDeg,Diagnostic/MT2FTC Pose heading,Diagnostic/MT2FTC Pose Pose/rotation/value,Diagnostic/MT2FTC Pose Pose/translation/x,Diagnostic/MT2FTC Pose Pose/translation/y,Diagnostic/MT2FTC Pose x,Diagnostic/MT2FTC Pose y,Diagnostic/MT2Pedro Pose heading,Diagnostic/MT2Pedro Pose Pose/rotation/value,Diagnostic/MT2Pedro Pose Pose/translation/x,Diagnostic/MT2Pedro Pose Pose/translation/y,Diagnostic/MT2Pedro Pose x,Diagnostic/MT2Pedro Pose y,Diagnostic/OdomPedro Pose heading,Diagnostic/OdomPedro Pose Pose/rotation/value,Diagnostic/OdomPedro Pose Pose/translation/x,Diagnostic/OdomPedro Pose Pose/translation/y,Diagnostic/OdomPedro Pose x,Diagnostic/OdomPedro Pose y,Diagnostic/offsetIsGood,Diagnostic/pedroHeadingDeg,Diagnostic/sentToLimelightDeg,RUNNING,Test/ftcHeadingDeg,Test/MT2Pose,Test/pedroHeadingDeg,Test/sentToLimelight,Test/visionFTCPose,Test/visionPedroPose
0,180,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null,null
0.04800009727478027,180,null,null,null,null,null,null,null,20,1,-19.463954918755263,180,47.07774108363364,235.44718672939055,-158.9030006391796,173.73892519136115,-179.25642212133923,-2.3069531850513574,-2.3069531850513574,-2.789414231326857,-4.440594541430474,-109.81946144047687,-174.82655674923126,2.4054357953333323,2.4054357953333323,-2.611794457853051,4.618214320588112,-102.82655674923126,181.81946144047686,1.583774209022522,1.583774209022522,1.4243416292257554,0.20524562072753907,56.07644388994833,8.080536249115712,"false",90.74357787866077,-89.25642212133926,true,180.74360519941743,"position=(-2.789 -4.441 0.000)m; orientation={yaw=-132.179; pitch=0.000; roll=0.000}",90.74360519941746,90.74360519941746,"(-109.81946144047687; -174.82655674923126; -132.1786810377056)","(-102.82655674923126; 181.81946144047686; 137.8213189622944)"
0.15600013732910156,180,null,null,null,null,null,null,null,20,1,-19.46577375346702,180,-47.29518343036244,237.76935482046414,20.56200819351072,236.87859740970643,-179.256292347745,2.329116129599429,2.329116129599429,-4.393162281598983,0.1178169270604849,-172.9591504795345,4.638461695294681,0.7583198028045327,0.7583198028045327,1.9466168647687452,6.221962422180176,76.63846169529468,244.9591504795345,1.5837764739990234,1.5837764739990234,1.4243418733663726,0.2052460479736328,56.07645350178396,8.080553069828063,"false",90.74370765225501,-89.25629234774499,true,180.74369399187665,"position=(-3.388 -4.119 0.000)m; orientation={yaw=-143.954; pitch=0.000; roll=0.000}",90.74369399187667,90.74369399187667,"(-133.37088368070408; -162.17709005348325; -143.95399225749787)","(-90.17709005348325; 205.37088368070408; 126.04600774250213)"
0.2690000534057617,180,null,null,null,null,null,null,null,20,1,-19.466493982550276,180,41.50125648368484,240.6686019536827,-153.602539899781,185.2771861365461,-179.25618306471827,-2.404277029682089,-2.404277029682089,-3.082486782378108,-4.3059623503685,-121.3577512211687,-169.5260767861614,2.308111950702601,2.308111950702601,-2.477162271099307,4.911286881017685,-97.52607678616141,193.3577512211687,1.5837783813476562,1.5837783813476562,1.4243421175069897,0.20524635314941406,56.07646311361959,8.0805650846226,"false",90.74381693528173,-89.25618306471824,true,180.7438169352817,"position=(-3.937 0.783 0.000)m; orientation={yaw=119.337; pitch=0.000; roll=0.000}",90.74381693528173,90.74381693528173,"(-154.99530821803987; 30.832687677360894; 119.33682140136587)","(102.8326876773609; 226.99530821803987; 29.336821401365853)"
0.37199997901916504,180,null,null,null,null,null,null,null,20,1,-19.459352188977448,180,-32.52222956414391,248.6963699110429,-10.707924847527757,248.4657416071479,-179.25607378169155,2.586956629507434,2.586956629507434,-4.687476360406297,-0.6764386397600174,-184.54631930730474,-26.631442510236905,1.0161603027125374,1.0161603027125374,1.15236132336442,6.516276510405541,45.36855748976309,256.54631930730477,1.583780288696289,1.583780288696289,1.424342605788224,0.20524667358398438,56.07648233729085,8.080577700156866,"false",90.74392621830845,-89.25607378169155,true,180.74392621830842,"position=(-4.687 -0.676 0.000)m; orientation={yaw=148.222; pitch=0.000; roll=0.000}",90.74392621830845,90.74392621830845,"(-184.54631930730474; -26.631442510236905; 148.22169665416453)","(45.36855748976309; 256.54631930730477; 58.22169665416453)"
0.4790000915527344,180,null,null,null,null,null,null,null,20,1,-19.46779463327745,180,77.01172670158499,199.58737294488185,-168.1648543317487,107.49744744235137,-179.2559986496107,-1.7844991867975253,-1.7844991867975253,-1.1068819863049542,-4.675844526588917,-43.578032351384955,-184.08836718854005,2.927889793587165,2.927889793587165,-2.847044435483495,2.935682021725178,-112.08836718854005,115.57803235138496,1.5837815999984741,1.5837815999984741,1.4243427278585328,0.20524685668945314,56.07648714320867,8.080584909033588,"false",90.74400135038931,-89.25599864961066,true,180.7440013503893,"position=(-0.506 -4.557 0.000)m; orientation={yaw=-91.581; pitch=0.000; roll=0.000}",90.74400135038931,90.74400135038931,"(-19.937840668029907; -179.41290269583817; -91.58126711602014)","(-107.41290269583817; 91.9378406680299; 178.41873288397983)"
0.5699999332427979,180,null,null,null,null,null,null,null,20,1,-19.460683345221454,180,-80.79735749249777,198.91905401802273,73.89860042624588,184.68293615401262,-179.25586887601645,1.7443997997777185,1.7443997997777185,-3.0673936267617696,1.4725675904750823,-120.76353247710101,57.97510198720797,0.1736034729828217,0.1736034729828217,3.301367484831323,4.896193724918366,129.97510198720798,192.76353247710102,1.5837838649749756,1.5837838649749756,1.4243430940694584,0.20524722290039063,56.07650156096211,8.080599326787032,"false",90.74413112398355,-89.25586887601645,true,180.74413112398352,"position=(-3.067 1.473 0.000)m; orientation={yaw=99.947; pitch=0.000; roll=0.000}",90.74413112398355,90.74413112398355,"(-120.76353247710101; 57.97510198720797; 99.94674631072911)","(129.97510198720798; 192.76353247710102; 9.946746310729111)"
0.5899999141693115,180,null,null,null,null,null,null,null,20,1,-19.463594793781397,180,21.07309702793222,253.3425478827377,-124.27664056819256,220.7663089712774,-179.25586887601645,-2.7608101886800656,-2.7608101886800656,-3.983911343285673,-3.5610835307836535,-156.84690829806442,-140.20013900723046,1.9515787917046241,1.9515787917046241,-1.7322834753505825,5.812711470770836,-68.20013900723046,228.84690829806442,1.5837838649749756,1.5837838649749756,1.4243430940694584,0.20524722290039063,56.07650156096211,8.080599326787032,"false",90.74413112398355,-89.25586887601645,true,180.74413112398352,"position=(-3.067 1.473 0.000)m; orientation={yaw=99.947; pitch=0.000; roll=0.000}",90.74413112398355,90.74413112398355,"(-120.76353247710101; 57.97510198720797; 99.94674631072911)","(129.97510198720798; 192.76353247710102; 9.946746310729111)"
0.6790001392364502,180,null,null,null,null,null,null,null,20,1,-19.463417009979324,180,-74.39499021183406,207.98063771874143,66.41814237692223,197.09027380642925,-179.2557732533681,1.8561443345144677,1.8561443345144677,-3.3825403287418174,1.2825642001628874,-133.17088334579165,50.49465354971998,0.28534800771957125,0.28534800771957125,3.111364100599236,5.211340436983108,122.49465354971997,205.17088334579165,1.5837855339050293,1.5837855339050293,1.4243433382100756,0.20524748229980472,56.07651117279774,8.08060953936239,"false",90.74422674663192,-89.25577325336809,true,180.7442267466319,"position=(-4.145 0.534 0.000)m; orientation={yaw=124.999; pitch=0.000; roll=0.000}",90.74422674663192,90.74422674663192,"(-163.18536565059753; 21.029989597365613; 124.99941382451028)","(138.2468687414859; 173.8023614078672; 0.7765768510333443)"
0.7890000343322754,180,null,null,null,null,null,null,null,20,1,-19.461382345497,180,-72.07732827169922,211.0214391653605,63.28276079893112,201.3090657995442,-179.2556366495847,1.8965975505037718,1.8965975505037718,-3.489697992890039,1.2029258742928506,-137.38968915592028,47.35928638948231,0.325801223708875,0.325801223708875,3.0317257772776256,5.3184981045603745,119.3592863894823,209.38968915592028,1.5837879180908203,1.5837879180908203,1.4243437044210014,0.2052478332519531,56.076525590551185,8.080623356376107,"false",90.74436335041533,-89.25563664958469,true,180.74440433155033,"position=(-3.538 1.153 0.000)m; orientation={yaw=109.880; pitch=0.000; roll=0.000}",90.74440433155034,90.74440433155034,"(-139.28945950401112; 45.38677847526205; 109.87961244154995)","(117.38677847526205; 211.28945950401112; 19.879612441549945)"
0.9000000953674316,180,null,null,null,null,null,null,null,20,1,-19.458669886990663,180,-80.00921793536384,199.9147918329392,72.95689299186382,186.12688080602743,-179.25545906466624,1.7581630594094466,1.7581630594094466,-3.1040709794172394,1.448649442344904,-122.20752278533507,57.033442612004094,0.18736673261455003,0.18736673261455003,3.277449337466525,4.93287107874751,129.03344261200408,194.20752278533507,1.5837910175323486,1.5837910175323486,1.4243443147725443,0.20524830627441407,56.076549620140256,8.080641979307641,"false",90.74454093533375,-89.25545906466624,true,180.74454093533373,"position=(-3.104 1.449 0.000)m; orientation={yaw=100.735; pitch=0.000; roll=0.000}",90.74454093533375,90.74454093533375,"(-122.20752278533507; 57.033442612004094; 100.73532299996991)","(129.03344261200408; 194.20752278533507; 10.735322999969911)"
